StartDate;EndDate;Status;IPAddress;Progress;Seconds;Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q_RecaptchaScore;consent;prolific_id;consume_dairy;country;birth_year;primary_shopper;milk_purch_freq;milk_cons_freq;milk_purch_loc;milk_purch_loc_othr;milk_fat;milk_fat_othr;milk_size;milk_size_othr;lactose_free;non_dairy;nd_soy;nd_almond;nd_oat;nd_coconut;nd_othr_nut;nd_othr;nd_othr_txt;nd_rsn_lactose;nd_rsn_allergy;nd_rsn_taste;nd_rsn_vegan;nd_rsn_shelflife;nd_rsn_inflammation;nd_rsn_antibiotic;nd_rsn_welfare;nd_rsn_othr;nd_rsn_othr_txt;C1;C2;C3;C4;rank_milk_type;rank_label_type;rank_addl_label;rank_date;rank_price;online_freq;read_label_freq;use_qr_code;foodwaste_familiar;up_milk;discard_afterdate;discard_ondate;discard_finish;discard_smell;discard_taste;date_quality;best_sell;foodwaste_sig;foodwaste_badfeel;foodwaste_wrong;foodwaste_consider;foodwaste_handle;share_social;promote_sust;age;gender;white;middle_east;black;native;asian;pacific;hispanic;race_othr;race_othr_txt;edu;hhinc;ms;children;hhsize;state;prolific_pid;group;vers_cbconjoint;revision_CBCONJOINT
8/2/2021 11:20;8/2/2021 11:33;IP Address;*******;100;810;TRUE;8/2/2021 11:33;R_3nN5liO2Wub3Q5r;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f77c6e4ab4243351722368c;Yes;United States;1963;Yes;Approximately once a week;Once a day;Other (please specify):;Dollar Store;2% Reduced fat milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;2;1;2;1;4;5;2;3;About once a month;Sometimes;Definitely not;Not familiar at all;Somewhat disagree;Somewhat disagree;Somewhat disagree;Somewhat disagree;;Neither agree nor disagree;Neither agree nor disagree;;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat disagree;Strongly agree;56-65;Female;White;;;;;;;;;Associate degree in college (2-year);$20,000 to $29,999;Divorced;No;3;Mississippi;5f77c6e4ab4243351722368c;Control;199;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:26;8/2/2021 11:33;IP Address;*******;100;428;TRUE;8/2/2021 11:33;R_2zMWPcJgMEri2DW;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e529e8f31127d2b307b5858;Yes;United States;1970;Yes;Multiple times a week;Multiple times a day;Large supermarkets (Harps, Tops, Sprouts, etc.);;1% Low fat milk;;Gallon;;Never;Most of the time;;Almond milk;Oat milk;;;;;;;;;;;;;;;1;3;4;1;3;4;5;2;1;A few times a week;Always;Definitely yes;Slightly familiar;Somewhat agree;Somewhat disagree;Strongly disagree;Strongly disagree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Strongly disagree;46-55;Female;White;;;;;;;;;Associate degree in college (2-year);$50,000 to $59,999;Married;No;3;Virginia;5e529e8f31127d2b307b5858;Treatment;205;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:28;8/2/2021 11:34;IP Address;*******;100;331;TRUE;8/2/2021 11:34;R_1dK1b4nVPJAFsCZ;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e3360a4499e7932901951cb;Yes;United States;1985;No;Approximately once a week;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;Never;Sometimes;Soymilk;Almond milk;;Coconut milk;;;;;;;;;;;;;;1;1;3;3;2;5;4;3;1;About once a month;Sometimes;Probably yes;Moderately familiar;Neither agree nor disagree;Neither agree nor disagree;Strongly disagree;Strongly disagree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;26-35;Male;White;;;;;;;;;Some college but no degree;$10,000 to $19,999;Divorced;No;3;Wisconsin;5e3360a4499e7932901951cb;Control;206;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:26;8/2/2021 11:34;IP Address;*******;100;484;TRUE;8/2/2021 11:34;R_1gI13kQUTfbXi51;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f500fc047e0ed17a61d0a5f;Yes;United States;1997;Yes;Approximately once a week;Once a day;Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc.);;2% Reduced fat milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;1;2;1;1;3;4;5;2;1;Less than once per month;Sometimes;Definitely yes;Not familiar at all;Somewhat agree;Somewhat disagree;Somewhat disagree;Strongly disagree;Strongly agree;Somewhat agree;Strongly agree;;;;;;;Somewhat disagree;Neither agree nor disagree;25 or younger;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$50,000 to $59,999;Never Married;No;2;North Carolina;5f500fc047e0ed17a61d0a5f;Control;203;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:05;8/2/2021 11:34;IP Address;*******;100;1755;TRUE;8/2/2021 11:34;R_22JKAMVIGGQZLjE;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;579fbb4a6f13c2000174aafc;Yes;United States;1993;Yes;Approximately once a week;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Quart;;Never;About half the time;;;Oat milk;;;;;;;;;;;;;;;3;3;2;2;3;4;5;2;1;A few times a week;About half the time;Probably not;Slightly familiar;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat disagree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Strongly agree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Neither agree nor disagree;Strongly disagree;Neither agree nor disagree;26-35;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$60,000 to $69,999;Never Married;No;1;Texas;579fbb4a6f13c2000174aafc;Treatment;211;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:29;8/2/2021 11:34;IP Address;*******;100;289;TRUE;8/2/2021 11:34;R_1CstJEsLY9c33mG;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;564d1fedb48dec0005b5191d;Yes;United States;1976;Yes;Approximately once a week;Once a day;Small/local grocery stores;;2% Reduced fat milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;2;4;3;4;2;4;5;3;1;A few times a month;Sometimes;Definitely not;Not familiar at all;Strongly disagree;Somewhat agree;Somewhat disagree;Strongly disagree;Strongly agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Strongly disagree;Strongly disagree;Strongly disagree;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;36-45;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$60,000 to $69,999;Never Married;No;1;Ohio;564d1fedb48dec0005b5191d;Control;210;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:30;8/2/2021 11:35;IP Address;*******;100;310;TRUE;8/2/2021 11:35;R_3kqfIaS7qlstuB5;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5ec712b9f6899e15e2ebdc6d;Yes;United States;1990;Yes;Approximately once a week;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Never;Sometimes;;Almond milk;Oat milk;;;;;;;;;;;;;;;3;3;1;3;3;5;4;2;1;A few times a week;About half the time;Probably not;Not familiar at all;Somewhat disagree;Neither agree nor disagree;Somewhat disagree;Strongly disagree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat disagree;Somewhat disagree;26-35;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$90,000 to $99,999;Married;Yes;4;Missouri;5ec712b9f6899e15e2ebdc6d;Control;212;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:29;8/2/2021 11:35;IP Address;*******;100;383;TRUE;8/2/2021 11:35;R_1l5fZdYEcXi0SXr;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5f4d1d7cc185c2988b377aa8;Yes;United States;2002;No;Approximately every 10 - 14 days;Once a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Skim;;Quart;;Never;Never;;;;;;;;;;;;;;;;;;3;1;3;1;3;5;4;2;1;A few times a month;Most of the time;Definitely not;Not familiar at all;Strongly disagree;Somewhat disagree;Somewhat disagree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Somewhat agree;25 or younger;Female;;;;;Asian (including South Asian);;;;;Some college but no degree;$50,000 to $59,999;Never Married;No;4;Georgia;5f4d1d7cc185c2988b377aa8;Treatment;209;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:14;8/2/2021 11:35;IP Address;*******;100;1307;TRUE;8/2/2021 11:35;R_1i9hOBLiGUjHdEc;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;55cb5f66fdf99b2da2a053af;Yes;United States;1975;Yes;Approximately every 10 - 14 days;Once a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Never;Sometimes;;Almond milk;;;;;;;;;;;;;;;;3;3;2;1;1;4;5;2;3;About once a month;Always;Definitely yes;Slightly familiar;Neither agree nor disagree;Somewhat disagree;Strongly disagree;Strongly disagree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;26-35;Female;White;;;;;;;;;Master's degree;$80,000 to $89,999;Married;No;2;Wisconsin;55cb5f66fdf99b2da2a053af;Control;180;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:30;8/2/2021 11:36;IP Address;*******;100;358;TRUE;8/2/2021 11:36;R_1Du2JVuNLe8Z92s;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5d346b4987386c00153de00c;Yes;United States;1984;Yes;Approximately once a week;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;2;3;2;4;3;4;5;2;1;A few times a month;Most of the time;Might or might not;Slightly familiar;Somewhat disagree;Strongly agree;Strongly disagree;Neither agree nor disagree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;;Somewhat agree;Somewhat agree;Somewhat agree;Strongly disagree;Strongly disagree;36-45;Male;White;;;;;;;;;Master's degree;$150,000 or more;Married;Yes;3;North Carolina;5d346b4987386c00153de00c;Control;213;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:30;8/2/2021 11:37;IP Address;*******;100;420;TRUE;8/2/2021 11:37;R_26gx1hbYSsYQK3x;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5cecb84b41b4310018eb2644;Yes;United States;2000;No;Approximately once a week;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;1;2;1;1;3;2;4;5;1;A few times a month;Always;Definitely not;Not familiar at all;Somewhat disagree;Strongly agree;Somewhat agree;Strongly disagree;Somewhat agree;Strongly disagree;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Strongly disagree;Strongly disagree;25 or younger;Male;;;Black or African American;;;;;;;Some college but no degree;$60,000 to $69,999;Never Married;No;2;North Carolina;5cecb84b41b4310018eb2644;Treatment;214;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:27;8/2/2021 11:37;IP Address;*******;100;593;TRUE;8/2/2021 11:37;R_3n7e97z97bYURlP;*******;*******;*******;*******;*******;*******;anonymous;EN;0.6999999999999999555910790149937383830547332763671875;I consent, begin the study.;5dede07f8ccc56491b30ce82;Yes;United States;1993;Yes;Approximately every 10 - 14 days;Multiple times a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Gallon;;Never;Most of the time;Soymilk;;Oat milk;;;;;;;;;;;;;;;3;2;2;3;3;5;4;1;2;A few times a month;Sometimes;Definitely not;Moderately familiar;Somewhat agree;Neither agree nor disagree;Somewhat disagree;Strongly disagree;Strongly agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither agree nor disagree;Strongly disagree;Neither agree nor disagree;26-35;Female;White;;;;;;;;;Associate degree in college (2-year);;Married;No;2;North Carolina;5dede07f8ccc56491b30ce82;Control;208;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:32;8/2/2021 11:38;IP Address;*******;100;367;TRUE;8/2/2021 11:38;R_r6fdrPNM9LZF7CV;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5b9ec956c8a17f000171f7ad;Yes;United States;1986;Yes;Approximately once a week;Once a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;3;3;2;3;4;5;2;1;About once a month;About half the time;Definitely not;Not familiar at all;Somewhat disagree;Neither agree nor disagree;Somewhat disagree;Somewhat disagree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;;Strongly agree;Strongly agree;Somewhat agree;Somewhat disagree;Neither agree nor disagree;26-35;Male;White;;;;;;;;;Bachelor's degree in college (4-year);$10,000 to $19,999;Never Married;No;1;Maryland;5b9ec956c8a17f000171f7ad;Control;216;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:34;8/2/2021 11:38;IP Address;*******;100;249;TRUE;8/2/2021 11:38;R_2WMtASTORl9oSGm;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5c84002036f2450001c86167;Yes;United States;1996;No;Approximately every 10 - 14 days;Multiple times a week;Other (please specify):;Costco;2% Reduced fat milk;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;2;1;1;;;;;;About once a month;Sometimes;Definitely not;Slightly familiar;Strongly agree;Neither agree nor disagree;Somewhat agree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly disagree;Neither agree nor disagree;25 or younger;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$100,000 to $149,999;Never Married;No;3;New Jersey;5c84002036f2450001c86167;Treatment;220;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:29;8/2/2021 11:39;IP Address;*******;100;578;TRUE;8/2/2021 11:39;R_3m8k1rUFHDmFcRs;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5d61e2c9262779001a4e829a;Yes;United States;1955;Yes;Less frequently than every 14 days;Less than once a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Skim;;Quart;;Never;Never;;;;;;;;;;;;;;;;;;2;4;3;4;2;4;5;3;1;Less than once per month;Most of the time;Definitely not;Not familiar at all;Somewhat disagree;Strongly agree;Strongly agree;Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly disagree;Strongly disagree;56-65;Female;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);$20,000 to $29,999;Divorced;No;1;North Carolina;5d61e2c9262779001a4e829a;Treatment;215;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:34;8/2/2021 11:39;IP Address;*******;100;324;TRUE;8/2/2021 11:39;R_r1OfoRpqB6MJwfT;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f70ff16b9894a71cb8f5d91;Yes;United States;2001;Yes;Approximately once a week;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Gallon;;About half the time;Sometimes;;Almond milk;;;;;;Lactose intolerance;;;;;;;;;;1;1;2;3;3;4;5;2;1;A few times a month;Most of the time;Might or might not;Not familiar at all;Neither agree nor disagree;Somewhat disagree;Strongly disagree;Strongly disagree;Strongly agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Somewhat agree;25 or younger;Female;;;Black or African American;;;;;;;High school graduate (high school diploma or equivalent including GED);$30,000 to $39,999;Never Married;No;3;Georgia;5f70ff16b9894a71cb8f5d91;Control;219;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:30;8/2/2021 11:40;IP Address;*******;100;563;TRUE;8/2/2021 11:40;R_22E2L2scMWSGXgD;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5e4472725475ca000a5bd328;Yes;United States;1994;Yes;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;1;3;3;3;4;5;2;1;Less than once per month;Always;Definitely not;Not familiar at all;Strongly disagree;Strongly agree;Strongly disagree;Strongly disagree;Strongly agree;Somewhat agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Neither agree nor disagree;26-35;Male;White;;;;;;;;;Some college but no degree;$70,000 to $79,999;Never Married;No;3;Arizona;5e4472725475ca000a5bd328;Treatment;218;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:31;8/2/2021 11:40;IP Address;*******;100;524;TRUE;8/2/2021 11:40;R_1eOAjueTAGgn8zt;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5fbb9d43846c1196282151be;Yes;United States;1993;No;Approximately once a week;Multiple times a week;Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc.);;Skim;;Half-gallon;;Never;Never;;;;;;;;;;;;;;;;;;1;2;1;3;1;4;5;2;3;About once a month;Most of the time;Definitely not;Slightly familiar;Somewhat disagree;Strongly agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Somewhat disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly disagree;Neither agree nor disagree;26-35;Male;White;;;;;;;;;Associate degree in college (2-year);$40,000 to $49,999;Never Married;No;3;California;5fbb9d43846c1196282151be;Control;217;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:35;8/2/2021 11:40;IP Address;*******;100;330;TRUE;8/2/2021 11:40;R_2CPnXBxBHpwVfTE;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5b9811290f2cf000010f31fb;Yes;United States;1978;No;Approximately once a week;Less than once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;3;3;2;1;3;5;4;2;1;A few times a month;Always;Definitely yes;Extremely familiar;Strongly agree;Somewhat agree;Somewhat agree;Neither agree nor disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly disagree;Strongly disagree;36-45;Male;White;;;;;;Hispanic/Latino;;;Some college but no degree;$80,000 to $89,999;Married;Yes;4;Arizona;5b9811290f2cf000010f31fb;Treatment;221;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:36;8/2/2021 11:41;IP Address;*******;100;262;TRUE;8/2/2021 11:41;R_578RvV3Usp4LiPD;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5af9fab60a7ecb00011820b8;Yes;United States;1993;No;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;2% Reduced fat milk;;Half-gallon;;Sometimes;Sometimes;Soymilk;;;Coconut milk;;;;Lactose intolerance;;;;Longer product shelf life;;Concerns over antibiotics, pesticides, or hormones;Animal welfare;;;2;2;3;1;3;5;4;2;1;About once a month;Most of the time;Probably not;Not familiar at all;Somewhat agree;Strongly disagree;Strongly disagree;Somewhat disagree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Neither agree nor disagree;26-35;Female;;;;;Asian (including South Asian);;;;;Bachelor's degree in college (4-year);Less than $10,000;Never Married;No;6;California;5af9fab60a7ecb00011820b8;Treatment;228;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:19;8/2/2021 11:41;IP Address;*******;100;1316;TRUE;8/2/2021 11:41;R_3mdFUpXnTUR6JXr;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5fd85c9f4bf0b61a395593c7;Yes;United States;1973;Yes;Approximately once a week;Less than once a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Whole milk;;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;2;2;1;1;1;3;4;2;5;About once a day;Never;Probably yes;Not familiar at all;Somewhat disagree;Somewhat disagree;Strongly agree;Somewhat agree;Somewhat agree;Strongly disagree;Somewhat agree;Neither agree nor disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat disagree;Strongly agree;Strongly disagree;Somewhat agree;46-55;Female;White;;;;;;;;;Some college but no degree;$40,000 to $49,999;Married;No;2;Georgia;5fd85c9f4bf0b61a395593c7;Treatment;204;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:36;8/2/2021 11:41;IP Address;*******;100;292;TRUE;8/2/2021 11:41;R_2ruW9oWg3vNFcGH;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5de7e24d97378d000b4eefb5;Yes;United States;1993;Yes;Approximately every 10 - 14 days;Once a day;Small/local grocery stores;;Skim;;Half-gallon;;Never;Sometimes;;Almond milk;;;;;;;;;;;;;;;;1;3;2;1;3;2;5;4;1;About once a month;Most of the time;Definitely not;Not familiar at all;Somewhat agree;Somewhat disagree;Somewhat disagree;Strongly disagree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Somewhat disagree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly disagree;Strongly disagree;26-35;Male;White;;;;;;;;;Some college but no degree;$60,000 to $69,999;Never Married;No;2;Virginia;5de7e24d97378d000b4eefb5;Treatment;225;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:36;8/2/2021 11:41;IP Address;*******;100;305;TRUE;8/2/2021 11:41;R_2Ed6LhFi6CykLXX;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5f212727f0628348fb2b39b4;Yes;United States;2001;Yes;Approximately every 10 - 14 days;Multiple times a week;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Other (please specify):;2%;Gallon;;Never;Never;;;;;;;;;;;;;;;;;;4;3;2;2;4;3;5;2;1;About once a month;About half the time;Definitely not;Not familiar at all;Somewhat disagree;Strongly agree;Strongly disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Somewhat disagree;Somewhat disagree;Strongly disagree;Strongly disagree;25 or younger;Female;White;;;;;;;;;High school graduate (high school diploma or equivalent including GED);Less than $10,000;Never Married;No;1;Michigan;5f212727f0628348fb2b39b4;Control;224;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:38;8/2/2021 11:41;IP Address;*******;100;180;TRUE;8/2/2021 11:41;R_2WN19IIMX4l4qec;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;601c6265709f907799b31e0d;Yes;United States;1992;Yes;Approximately every 10 - 14 days;Once a week;Large supermarkets (Harps, Tops, Sprouts, etc.);;Skim;;Quart;;Never;Most of the time;;Almond milk;;Coconut milk;;;;;;;;;;;;;;2;2;2;2;1;4;5;2;3;About once a month;About half the time;Probably not;Not familiar at all;Somewhat agree;Strongly agree;Somewhat disagree;Strongly agree;Strongly agree;Somewhat agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Somewhat agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Somewhat agree;26-35;Female;White;;;;;;;;;Master's degree;$100,000 to $149,999;Never Married;No;1;California;601c6265709f907799b31e0d;Treatment;232;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:35;8/2/2021 11:41;IP Address;*******;100;351;TRUE;8/2/2021 11:41;R_3EKnbmyAxRksQsQ;*******;*******;*******;*******;*******;*******;anonymous;EN;0.90000000000000002220446049250313080847263336181640625;I consent, begin the study.;5e3db1b6ddbf6c020e6aed9f;Yes;United States;1995;Yes;Approximately every 10 - 14 days;Once a day;Large supermarkets (Harps, Tops, Sprouts, etc.);;2% Reduced fat milk;;Quart;;Never;Sometimes;;Almond milk;Oat milk;;;;;;;;;;;;;;;3;1;1;3;4;3;5;2;1;A few times a month;Most of the time;Probably yes;Moderately familiar;Somewhat agree;Strongly agree;Somewhat agree;Somewhat disagree;Somewhat agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Somewhat agree;Somewhat agree;Somewhat agree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;26-35;Female;White;;;;;;;;;Bachelor's degree in college (4-year);$50,000 to $59,999;Never Married;No;3;California;5e3db1b6ddbf6c020e6aed9f;Control;223;851f5ef0-6712-11eb-a885-4dab507d5fac
8/2/2021 11:37;8/2/2021 11:42;IP Address;*******;100;276;TRUE;8/2/2021 11:42;R_3oBh8PUKXNgGYrq;*******;*******;*******;*******;*******;*******;anonymous;EN;1;I consent, begin the study.;5dd0c121e73e61189af1e7a5;Yes;United States;1967;Yes;Multiple times a week;Multiple times a day;Large/national big-box stores (Walmart, Target, K-Mart, etc.);;Skim;;Half-gallon;;Always;Never;;;;;;;;Lactose intolerance;;;;;;;;;;3;1;4;1;1;5;4;3;2;A few times a week;Always;Probably yes;Slightly familiar;Somewhat agree;Somewhat disagree;Somewhat disagree;Strongly disagree;;Somewhat disagree;Strongly agree;;;;Strongly agree;Strongly agree;;Strongly disagree;Strongly disagree;46-55;Female;White;;;;;;;;;Professional degree (JD, MD);$150,000 or more;Married;No;3;New York;5dd0c121e73e61189af1e7a5;Control;231;851f5ef0-6712-11eb-a885-4dab507d5fac
